timestamp,open,high,low,close
2019-01-01 22:00:00,1.14649,1.14658,1.14634,1.14658
2019-01-01 22:05:00,1.14658,1.14658,1.14635,1.14635
2019-01-01 22:10:00,1.14635,1.14636,1.14632,1.14632
2019-01-01 22:15:00,1.14632,1.14632,1.14632,1.14632
2019-01-01 22:20:00,1.14653,1.14653,1.14653,1.14653
2019-01-01 22:25:00,1.14652,1.14652,1.1463,1.14648
2019-01-01 22:30:00,1.14653,1.14653,1.14616,1.14646
2019-01-01 22:35:00,1.14646,1.14647,1.14644,1.14646
2019-01-01 22:40:00,1.14646,1.1465,1.1462,1.14637
2019-01-01 22:45:00,1.14638,1.14638,1.14624,1.14632
2019-01-01 22:50:00,1.14632,1.14648,1.14618,1.14648
2019-01-01 22:55:00,1.14648,1.1465,1.14621,1.14641
2019-01-01 23:00:00,1.1464,1.14672,1.14579,1.14655
2019-01-01 23:05:00,1.14655,1.1466,1.14648,1.14653
2019-01-01 23:10:00,1.14652,1.14669,1.14652,1.1466
2019-01-01 23:15:00,1.1466,1.1467,1.14656,1.14667
2019-01-01 23:20:00,1.1467,1.14672,1.1466,1.1467
2019-01-01 23:25:00,1.1467,1.14678,1.14665,1.14665
2019-01-01 23:30:00,1.14669,1.14672,1.14652,1.14656
2019-01-01 23:35:00,1.14657,1.14664,1.14653,1.14663
2019-01-01 23:40:00,1.14661,1.14661,1.14648,1.1465
2019-01-01 23:45:00,1.1465,1.1465,1.1462,1.14621
2019-01-01 23:50:00,1.14622,1.14622,1.14614,1.14618
2019-01-01 23:55:00,1.14614,1.14618,1.14614,1.14614
2019-01-02 00:00:00,1.14614,1.14614,1.14576,1.14578
2019-01-02 00:05:00,1.14578,1.14628,1.14575,1.14612
2019-01-02 00:10:00,1.14608,1.14625,1.14592,1.14625
2019-01-02 00:15:00,1.14624,1.14624,1.14604,1.1461
2019-01-02 00:20:00,1.14614,1.14618,1.14602,1.14602
2019-01-02 00:25:00,1.14598,1.14598,1.14578,1.14582
2019-01-02 00:30:00,1.14582,1.14591,1.14552,1.14554
2019-01-02 00:35:00,1.14554,1.14566,1.14546,1.14551
